cluster,url,primary_intent,competing_urls,unique_value,action,confidence
image,https://funnytools.win/en/guides/image-color-profile-web-print-guide/,"sRGB, Adobe RGB, or CMYK: Image Color Profile Guide - FunnyTools",https://funnytools.win/en/guides/image-resampling-quality-guide/ (0.616),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resampling-quality-guide/,Image Resampling: Upscale and Downscale Quality - FunnyTools,https://funnytools.win/en/guides/image-color-profile-web-print-guide/ (0.616),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-color-profile-web-print-guide/,"sRGB, Adobe RGB, or CMYK: Image Color Profile Guide - FunnyTools",https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,Resize Images Without Stretching: Crop or Pad - FunnyTools,https://funnytools.win/en/guides/image-color-profile-web-print-guide/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-color-profile-web-print-guide/,"sRGB, Adobe RGB, or CMYK: Image Color Profile Guide - FunnyTools",https://funnytools.win/en/guides/image-resolution-print-web-guide/ (0.681),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resolution-print-web-guide/,Image Resolution for Print vs Web - FunnyTools,https://funnytools.win/en/guides/image-color-profile-web-print-guide/ (0.681),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compression-email-guide/,Compress Images for Email Without Blurry Text - FunnyTools,https://funnytools.win/en/guides/image-compression-quality-size-guide/ (0.591),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compression-quality-size-guide/,Image Compression: Size vs Clarity - FunnyTools,https://funnytools.win/en/guides/image-compression-email-guide/ (0.591),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compression-quality-size-guide/,Image Compression: Size vs Clarity - FunnyTools,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/ (0.618),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/,Image Compression and Metadata Privacy Check - FunnyTools,https://funnytools.win/en/guides/image-compression-quality-size-guide/ (0.618),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compression-quality-size-guide/,Image Compression: Size vs Clarity - FunnyTools,https://funnytools.win/en/guides/image-resampling-quality-guide/ (0.695),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resampling-quality-guide/,Image Resampling: Upscale and Downscale Quality - FunnyTools,https://funnytools.win/en/guides/image-compression-quality-size-guide/ (0.695),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compression-quality-size-guide/,Image Compression: Size vs Clarity - FunnyTools,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/ (0.671),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,Resize Images Without Stretching: Crop or Pad - FunnyTools,https://funnytools.win/en/guides/image-compression-quality-size-guide/ (0.671),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compression-quality-size-guide/,Image Compression: Size vs Clarity - FunnyTools,https://funnytools.win/en/guides/image-resolution-print-web-guide/ (0.710),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resolution-print-web-guide/,Image Resolution for Print vs Web - FunnyTools,https://funnytools.win/en/guides/image-compression-quality-size-guide/ (0.710),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/,Image Compression and Metadata Privacy Check - FunnyTools,https://funnytools.win/en/guides/image-resampling-quality-guide/ (0.595),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resampling-quality-guide/,Image Resampling: Upscale and Downscale Quality - FunnyTools,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/ (0.595),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/,Image Compression and Metadata Privacy Check - FunnyTools,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/ (0.602),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,Resize Images Without Stretching: Crop or Pad - FunnyTools,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/ (0.602),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/,Image Compression and Metadata Privacy Check - FunnyTools,https://funnytools.win/en/guides/image-resolution-print-web-guide/ (0.637),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resolution-print-web-guide/,Image Resolution for Print vs Web - FunnyTools,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/ (0.637),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resampling-quality-guide/,Image Resampling: Upscale and Downscale Quality - FunnyTools,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/ (0.708),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,Resize Images Without Stretching: Crop or Pad - FunnyTools,https://funnytools.win/en/guides/image-resampling-quality-guide/ (0.708),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resampling-quality-guide/,Image Resampling: Upscale and Downscale Quality - FunnyTools,https://funnytools.win/en/guides/image-resolution-print-web-guide/ (0.755),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resolution-print-web-guide/,Image Resolution for Print vs Web - FunnyTools,https://funnytools.win/en/guides/image-resampling-quality-guide/ (0.755),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,Resize Images Without Stretching: Crop or Pad - FunnyTools,https://funnytools.win/en/guides/image-resolution-print-web-guide/ (0.677),requires human comparison of answer intent,REVIEW_ONLY,medium
image,https://funnytools.win/en/guides/image-resolution-print-web-guide/,Image Resolution for Print vs Web - FunnyTools,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/ (0.677),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/merge-pdf-page-size-orientation-guide/ (0.571),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-page-size-orientation-guide/,Merged PDF Page Sizes and Orientations Guide - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.571),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/merge-pdf-private-guide/ (0.619),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-private-guide/,Merge PDFs Privately Without Uploading Files - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.619),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/merge-pdf-reading-order-checklist-guide/ (0.743),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-reading-order-checklist-guide/,Merged PDF Order: Reading Checklist - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.743),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/pdf-accessibility-reading-order-check-guide/ (0.596),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/pdf-accessibility-reading-order-check-guide/,PDF Conversion Reading Order Checklist - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.596),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/pdf-compressor-email-attachment-guide/ (0.606),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/pdf-compressor-email-attachment-guide/,Compress PDF for Email and Upload - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.606),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/pdf-compressor-form-fields-links-guide/ (0.662),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/pdf-compressor-form-fields-links-guide/,PDF Compression: Check Forms and Links - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.662),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.729),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF Appendix Reorder: Pages and References - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.729),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/pdf-split-vs-extract-vs-delete/ (0.603),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/pdf-split-vs-extract-vs-delete/,PDF Split vs Extract vs Delete: Choose Right Tool - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.603),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/pdf-to-image-background-contrast-guide/ (0.605),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/pdf-to-image-background-contrast-guide/,PDF-to-Image Too Dark? Contrast Checklist - FunnyTools,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/ (0.605),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"Merged PDF: Check Bookmarks, Links & Navigation - FunnyTools",https://funnytools.win/en/guides/pdf-to-image-multipage-download-guide/ (0.618),requires human comparison of answer intent,REVIEW_ONLY,medium
